timestamp,strategy,reason,duration_s,ewma_z
2020-09-18 16:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.19,0.0111
2020-09-18 22:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.19,0.0151
2020-09-19 04:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.18,0.011
2020-09-19 10:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.17,0.0078
2020-09-19 16:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.18,0.0109
2020-09-19 22:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.22,0.0139
2020-09-20 04:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.16,0.0121
2020-09-20 10:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.16,0.0147
2020-09-20 16:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.16,0.0135
2020-09-20 22:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.17,0.0128
2020-09-21 04:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.17,0.0169
2020-09-21 10:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.15,0.0254
2020-09-21 16:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.15,0.022
2020-09-21 22:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.16,0.019
2020-09-22 04:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.16,0.0187
2020-09-22 10:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.14,0.0163
2020-09-22 16:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.15,0.0138
2020-09-22 22:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.16,0.0161
2020-09-23 04:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.16,0.0176
2020-09-23 10:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.14,0.0161
2020-09-23 16:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.16,0.0158
2020-09-23 22:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.14,0.0167
2020-09-24 04:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.16,0.0211
2020-09-24 10:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.16,0.0215
2020-09-24 16:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.16,0.0162
2020-09-24 22:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.15,0.0165
2020-09-25 04:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.15,0.0148
2020-09-25 10:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.17,0.0208
2020-09-25 16:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.14,0.0158
2020-09-25 22:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.16,0.02
2020-09-26 04:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.16,0.0142
2020-09-26 10:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.17,0.0173
2020-09-26 16:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.15,0.0223
2020-09-26 22:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.17,0.0208
2020-09-27 04:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.2,0.0143
2020-09-27 10:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.17,0.0176
2020-09-27 16:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.3,0.0142
2020-09-27 22:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.17,0.0143
2020-09-28 04:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.14,0.0134
2020-09-28 10:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.16,0.0228
2020-09-28 16:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.17,0.0206
2020-09-28 22:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.15,0.0161
2020-09-29 04:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.15,0.0157
2020-09-29 10:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.16,0.014
2020-09-29 16:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.17,0.0122
2020-09-29 22:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.17,0.0138
2020-09-30 04:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.15,0.0146
2020-09-30 10:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.15,0.0139
2020-09-30 16:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.16,0.0135
2020-09-30 22:00:00+00:00,Tiny Neural Fine-tune,Scheduled (6h),0.15,0.0137
