timestamp,y_true,yhat,z_resid,flag_z,flag_cusum
2020-03-04 23:00:00+00:00,26268.0,26072.93388874348,0.1394585028610209,0,1
2020-03-05 00:00:00+00:00,24718.0,24449.70825829689,0.17313603331890465,0,1
2020-03-05 01:00:00+00:00,23825.0,23402.10260420477,0.24406997255415677,0,1
2020-03-05 02:00:00+00:00,23414.0,22963.4997900858,0.25663226856736904,0,1
2020-03-05 03:00:00+00:00,23354.0,22876.4221281809,0.26916387844880874,0,1
2020-03-05 04:00:00+00:00,23928.0,23423.693021751675,0.28173803714528717,0,1
2020-03-05 05:00:00+00:00,26713.0,25723.15114107877,0.5053042886797978,0,1
2020-03-05 06:00:00+00:00,30213.0,29054.687056747785,0.5837932805482231,0,1
2020-03-05 07:00:00+00:00,32268.0,30858.256269781064,0.7003407114877312,0,1
2020-03-05 08:00:00+00:00,33178.0,32175.322622550382,0.5137458874598805,0,1
2020-03-05 09:00:00+00:00,33492.0,32609.66599358363,0.4581917769837436,0,1
2020-03-05 10:00:00+00:00,33529.0,32556.69402178112,0.49898949615723426,0,1
2020-03-05 11:00:00+00:00,33489.0,32335.72365771275,0.5813564713809446,0,1
2020-03-05 12:00:00+00:00,33304.0,32201.72150201561,0.5570365401561469,0,1
2020-03-05 13:00:00+00:00,32179.0,31216.308104268548,0.49205092202829753,0,1
2020-03-05 14:00:00+00:00,31512.0,30385.502607794275,0.5666890139022097,0,1
2020-03-05 15:00:00+00:00,30990.0,29816.697536070376,0.5875783239028236,0,1
2020-03-05 16:00:00+00:00,30650.0,29586.48518945959,0.5369245054367632,0,1
2020-03-05 17:00:00+00:00,30564.0,29772.88506695653,0.4112739617696405,0,1
2020-03-05 18:00:00+00:00,32773.0,32261.190291921725,0.28332058196044935,0,1
2020-03-05 19:00:00+00:00,34093.0,33551.624926601944,0.29749176186747295,0,1
2020-03-05 20:00:00+00:00,33211.0,32827.496924419655,0.22553079678622212,0,1
2020-03-05 21:00:00+00:00,30662.0,30449.851093838854,0.14701466345487157,0,1
2020-03-05 22:00:00+00:00,28013.0,27793.094308985048,0.1504866028306331,0,1
2020-03-05 23:00:00+00:00,26278.0,26221.658082562557,0.07530340129474732,0,1
2020-03-06 00:00:00+00:00,24829.0,24636.013740732986,0.13825887659611497,0,1
2020-03-06 01:00:00+00:00,23817.0,23607.246976191054,0.14605992136498958,0,1
2020-03-06 02:00:00+00:00,23421.0,23156.66500243844,0.17136362848724174,0,1
2020-03-06 03:00:00+00:00,23440.0,23073.80662819453,0.21839825745218178,0,1
2020-03-06 04:00:00+00:00,24057.0,23588.37884580972,0.2658381459072204,0,1
2020-03-06 05:00:00+00:00,26674.0,25972.66392430876,0.373248652222055,0,1
2020-03-06 06:00:00+00:00,30248.0,29232.15392559152,0.5185409200317251,0,1
2020-03-06 07:00:00+00:00,32430.0,31085.915941191743,0.6697798512101505,0,1
2020-03-06 08:00:00+00:00,33617.0,32327.432166938062,0.6445800872387323,0,1
2020-03-06 09:00:00+00:00,34134.0,32780.17618587714,0.6728538601495917,0,1
2020-03-06 10:00:00+00:00,34204.0,32780.58810776591,0.7030424842362117,0,1
2020-03-06 11:00:00+00:00,34018.0,32617.006160082517,0.6910494056168527,0,1
2020-03-06 12:00:00+00:00,33700.0,32477.74905956108,0.6074417442498776,0,1
2020-03-06 13:00:00+00:00,32470.0,31454.6400850708,0.511130078139087,0,1
2020-03-06 14:00:00+00:00,31544.0,30638.14153009817,0.45960589510900296,0,1
2020-03-06 15:00:00+00:00,30942.0,30064.761968800663,0.4450576690108363,0,1
2020-03-06 16:00:00+00:00,30602.0,29780.256083837463,0.41815243512159206,0,1
2020-03-06 17:00:00+00:00,30657.0,29920.631273406107,0.37714753118428374,0,1
2020-03-06 18:00:00+00:00,32702.0,32304.22281152465,0.22038509555758157,0,1
2020-03-06 19:00:00+00:00,33815.0,33556.432027383096,0.15517617666735437,0,1
2020-03-06 20:00:00+00:00,33076.0,32823.40230919369,0.15141341003775965,0,1
2020-03-06 21:00:00+00:00,30869.0,30470.61175584997,0.2173668296958907,0,1
2020-03-06 22:00:00+00:00,28374.0,27867.959334964176,0.2661831094613988,0,1
2020-03-06 23:00:00+00:00,26752.0,26595.84390272114,0.10570007600786248,0,1
2020-03-07 00:00:00+00:00,25060.0,25017.61040371624,0.053397890534439246,0,1
2020-03-07 01:00:00+00:00,23886.0,23944.82565686293,0.006583299911218376,0,1
2020-03-07 02:00:00+00:00,23240.0,23487.643823629125,-0.08028583923231739,0,1
2020-03-07 03:00:00+00:00,22860.0,23420.071034287485,-0.2239889122322829,0,1
2020-03-07 04:00:00+00:00,22855.0,23942.396644157965,-0.46663034454527863,0,1
2020-03-07 05:00:00+00:00,23405.0,26302.010415286208,-1.2983272783626747,0,1
2020-03-07 06:00:00+00:00,24483.0,29604.742014867184,-2.3267324207913007,0,1
2020-03-07 07:00:00+00:00,26202.0,31516.65269677704,-2.425930120205433,0,1
2020-03-07 08:00:00+00:00,28719.0,32804.21363967465,-1.8634177935618195,0,1
2020-03-07 09:00:00+00:00,30237.0,33301.171336287785,-1.3930845840408872,0,1
2020-03-07 10:00:00+00:00,30435.0,33307.12832996013,-1.306601624380303,0,1
2020-03-07 11:00:00+00:00,29937.0,33096.05590001824,-1.4426138728418385,0,1
2020-03-07 12:00:00+00:00,29876.0,32893.2932758429,-1.3803200940342795,0,1
2020-03-07 13:00:00+00:00,29133.0,31810.24956397061,-1.2251371656165617,0,1
2020-03-07 14:00:00+00:00,27540.0,30910.3425036394,-1.5511131346785438,0,1
