timestamp,y_true,yhat,z_resid,silver_label
2019-08-14 10:00:00+00:00,32194.0,32127.55661535738,0.0,0
2019-08-16 07:00:00+00:00,28004.0,26805.80813708945,0.9739516190396864,0
2019-08-26 06:00:00+00:00,29288.0,23916.435033851405,3.1444366847123484,1
2019-09-12 07:00:00+00:00,30201.0,28458.0056945052,0.8629618775980987,0
2019-09-16 07:00:00+00:00,30646.0,25319.5810220142,2.6021516712993633,1
2019-10-04 08:00:00+00:00,31299.0,30450.36005822713,0.41610540830469284,0
2019-10-08 20:00:00+00:00,28788.0,28205.377152945497,0.2674725647717042,0
2019-10-14 06:00:00+00:00,29820.0,23989.476240469598,2.785893345144773,1
2019-10-21 07:00:00+00:00,30451.0,25184.73909355916,2.5735986868067595,1
2019-10-24 20:00:00+00:00,29660.0,28482.225768020853,0.529293215837615,0
2019-10-27 06:00:00+00:00,20295.0,26092.66076824485,-2.805834313178153,1
2019-10-30 08:00:00+00:00,30741.0,30430.802485620643,0.13822604250723416,0
2019-10-30 17:00:00+00:00,31716.0,30312.34325136295,0.6603708018871352,0
2019-11-01 06:00:00+00:00,21645.0,27774.30240769968,-2.8484048083533606,1
2019-11-01 07:00:00+00:00,22151.0,29246.005485119647,-3.239380172983286,1
2019-11-03 20:00:00+00:00,26976.0,27825.06840961877,-0.274097343408541,0
2019-11-11 08:00:00+00:00,33573.0,27563.35360099336,2.632544471056503,1
2019-11-16 07:00:00+00:00,26661.0,32015.954942206925,-2.6405377248654474,1
2019-11-17 08:00:00+00:00,25320.0,30823.705633168945,-2.5869982564767473,1
2019-11-21 15:00:00+00:00,34471.0,32558.384644008856,0.5369654561027405,0
2019-11-22 22:00:00+00:00,29448.0,29246.476800302287,-0.18005179788280487,0
2019-11-23 07:00:00+00:00,26133.0,32834.54008979251,-3.0690199295154534,1
2019-11-23 08:00:00+00:00,28843.0,34243.243742971135,-2.5110684697187446,1
2019-11-24 03:00:00+00:00,20925.0,22114.760860899863,-0.6972913871561665,0
2019-11-24 07:00:00+00:00,22600.0,28975.909604699424,-2.7516408086585655,1
2019-11-24 20:00:00+00:00,30951.0,32330.671489599245,-0.7295304669968482,0
2019-11-26 11:00:00+00:00,34199.0,33491.924080520286,0.11321615216368658,0
2019-11-26 15:00:00+00:00,32398.0,31605.844542123283,0.15011792628899115,0
2019-11-27 07:00:00+00:00,32951.0,31558.78853871604,0.4063141711575395,0
2019-12-02 01:00:00+00:00,21655.0,21758.16856712253,-0.07043460077047867,0
2019-12-03 20:00:00+00:00,35286.0,33358.36418172074,0.7873697651375555,0
2019-12-21 06:00:00+00:00,23135.0,28526.156152065112,-2.5103347755455387,1
2019-12-26 12:00:00+00:00,28140.0,26544.17996119788,0.9390688604770986,0
2020-01-01 09:00:00+00:00,21791.0,28758.231687241718,-2.658405142952768,1
2020-01-02 09:00:00+00:00,33289.0,26056.981663667317,3.54671375787232,1
2020-01-02 15:00:00+00:00,31416.0,25075.077614852347,2.9050529603792206,1
2020-01-05 11:00:00+00:00,28566.0,30654.291462471243,-0.551493421556746,0
2020-01-07 07:00:00+00:00,33505.0,24569.174483731545,3.5487982012627444,1
2020-01-07 08:00:00+00:00,35599.0,26524.717954271306,3.522862569245528,1
2020-01-07 12:00:00+00:00,36082.0,28588.04501501098,2.7603985218002918,1
2020-01-08 21:00:00+00:00,34032.0,31392.719141226928,0.796190546306969,0
2020-01-12 18:00:00+00:00,32344.0,33183.41322761758,-0.4665043620228211,0
2020-01-13 07:00:00+00:00,36404.0,27777.91612537148,2.6226335375770287,1
2020-01-25 07:00:00+00:00,27026.0,34356.39902092989,-3.0245140221033306,1
2020-01-25 08:00:00+00:00,29759.0,35767.91533838326,-2.512809396782681,1
2020-01-27 23:00:00+00:00,27903.0,27628.23865447005,-0.051191384801479195,0
2020-01-28 23:00:00+00:00,27562.0,27398.180548917146,-0.05429582242666054,0
2020-01-29 14:00:00+00:00,33282.0,33279.4416461096,-0.09706948988056298,0
2020-02-12 12:00:00+00:00,33734.0,32745.53376939224,0.59685939640916,0
2020-02-16 07:00:00+00:00,22339.0,28741.12777297512,-2.7883314833268993,1
2020-02-16 08:00:00+00:00,24579.0,30437.59271976683,-2.547336200274016,1
2020-02-18 20:00:00+00:00,34214.0,32896.229870382995,0.6442796563343953,0
2020-02-19 23:00:00+00:00,26607.0,26429.64937702137,0.12780874689547939,0
2020-02-21 20:00:00+00:00,32964.0,33463.35076512295,-0.16421274740873248,0
2020-03-01 07:00:00+00:00,22076.0,27886.194031209237,-2.5766938367748247,1
2020-03-04 06:00:00+00:00,30650.0,29236.051835660222,0.6990677610359234,0
2020-03-05 22:00:00+00:00,28013.0,27793.094308985048,0.1504866028306331,0
2020-03-09 07:00:00+00:00,32126.0,26789.3488991247,2.5755761451549595,1
2020-03-12 23:00:00+00:00,26339.0,25983.594886926665,0.1958049707380533,0
2020-03-29 01:00:00+00:00,19592.0,20104.79947923519,0.06307119377434352,0
2020-04-01 13:00:00+00:00,26060.0,27020.277778938584,-0.22527388240161597,0
2020-04-03 02:00:00+00:00,18475.0,18485.553347980007,0.3519973631771314,0
2020-04-13 00:00:00+00:00,17513.0,17555.48894933244,0.5219255106789505,0
2020-04-14 07:00:00+00:00,24728.0,21749.07947759113,3.284199421429758,1
2020-04-20 07:00:00+00:00,24572.0,20855.61509452261,3.2545253064221358,1
2020-04-27 07:00:00+00:00,25229.0,21526.86598924238,2.779484037199073,1
2020-05-01 05:00:00+00:00,17335.0,21267.345242918276,-3.216278048436808,1
