timestamp,y_true,yhat,z_resid,silver_label
2019-08-13 14:00:00+00:00,42354.0,43414.32891090349,0.0,0
2019-08-17 17:00:00+00:00,40962.0,43922.50860096857,-0.6250091630471346,0
2019-08-26 09:00:00+00:00,52037.0,43855.08858268728,3.540560304732012,1
2019-08-26 15:00:00+00:00,50202.0,42020.98828760216,3.167514610049387,1
2019-08-26 16:00:00+00:00,50414.0,42989.577172604906,2.8594613482816396,1
2019-08-31 07:00:00+00:00,41890.0,49428.88849667104,-2.600733725071177,1
2019-09-16 05:00:00+00:00,46556.0,38667.41501198981,2.759055063816435,1
2019-09-18 17:00:00+00:00,50118.0,50333.29477727497,0.22153448021761657,0
2019-09-19 20:00:00+00:00,46203.0,48197.2945538929,-0.3449078911840957,0
2019-09-23 07:00:00+00:00,49168.0,41842.82811469324,2.6363694865939213,1
2019-09-26 12:00:00+00:00,51244.0,52456.43347001731,-0.12355175660773036,0
2019-10-01 22:00:00+00:00,43276.0,45857.80771329806,-0.5186485489064117,0
2019-10-04 21:00:00+00:00,48650.0,51309.88627587793,-0.5533061072614829,0
2019-10-05 22:00:00+00:00,42746.0,46179.499120616536,-0.7881134602227045,0
2019-10-11 05:00:00+00:00,52459.0,51584.1761637858,0.5532697613614028,0
2019-10-21 07:00:00+00:00,55835.0,47105.88370046628,2.9637565538204327,1
2019-11-09 00:00:00+00:00,55815.0,56384.09087578518,0.58430998421376,0
2019-11-12 05:00:00+00:00,61569.0,54585.50163914409,2.8642554627671015,1
2019-11-16 06:00:00+00:00,60919.0,72476.28126105723,-3.153644426632227,1
2019-11-20 18:00:00+00:00,76964.0,77792.20459483138,0.04554517944679913,0
2019-11-21 02:00:00+00:00,59979.0,60875.45069629545,0.025210818924020002,0
2019-11-25 07:00:00+00:00,67148.0,57753.96264734223,2.521597440610165,1
2019-12-02 05:00:00+00:00,65479.0,57370.397487686016,2.598967402680272,1
2019-12-03 09:00:00+00:00,78037.0,77563.53359128427,0.3835195526365966,0
2019-12-07 08:00:00+00:00,62495.0,73248.88284131032,-2.838786613663303,1
2019-12-09 08:00:00+00:00,69150.0,60365.33892185128,2.612290870387094,1
2019-12-09 15:00:00+00:00,66019.0,57086.852490375066,2.5495691070044555,1
2019-12-16 07:00:00+00:00,67065.0,57237.78973515625,2.54347752703528,1
2019-12-17 03:00:00+00:00,49574.0,51318.74505572282,-0.12660662896290067,0
2019-12-20 16:00:00+00:00,60710.0,61928.80403567432,-0.011427469734674976,0
2019-12-23 05:00:00+00:00,54435.0,51622.29713059255,0.9355101929170616,0
2020-01-02 11:00:00+00:00,71766.0,63737.843826262135,2.6535715827827993,1
2020-01-06 07:00:00+00:00,77083.0,61949.61835353997,4.146512584694495,1
2020-01-06 10:00:00+00:00,75411.0,66178.06482028899,2.520892604783827,1
2020-01-07 11:00:00+00:00,73612.0,74958.62332390637,-0.13933292031425581,0
2020-01-09 08:00:00+00:00,68457.0,67226.10639498677,0.45370760868829035,0
2020-01-21 01:00:00+00:00,67286.0,67167.78383770572,0.19433106489511587,0
2020-01-22 02:00:00+00:00,65919.0,65676.64534954814,0.20198403752184882,0
2020-01-25 06:00:00+00:00,65849.0,76786.79246397654,-2.640671501208504,1
2020-01-27 07:00:00+00:00,72616.0,62261.828543223375,2.795406183886316,1
2020-01-27 14:00:00+00:00,70013.0,58823.946335558925,2.957354844326985,1
2020-01-27 15:00:00+00:00,69042.0,57990.93313800904,2.9035106896168013,1
2020-02-03 06:00:00+00:00,61108.0,51585.627806829565,2.5786688181011557,1
2020-02-16 03:00:00+00:00,47319.0,48546.01705442011,-0.05854978115813126,0
2020-02-16 20:00:00+00:00,54477.0,55504.05758718864,-0.014140621371842006,0
2020-02-17 14:00:00+00:00,61905.0,51766.30489152469,2.622751652343923,1
2020-02-26 10:00:00+00:00,72084.0,68937.9160170043,0.9842537778179058,0
2020-03-09 07:00:00+00:00,68393.0,58082.80200930943,2.7257542151389385,1
2020-03-15 04:00:00+00:00,47136.0,49459.4135071965,-0.315899530914422,0
2020-03-25 07:00:00+00:00,54155.0,53890.59557945583,0.5384497736133513,0
2020-04-07 01:00:00+00:00,40541.0,40180.0180547107,0.044480407926430876,0
2020-04-10 00:00:00+00:00,38913.0,38644.34844484642,-0.019924374271330536,0
2020-04-14 06:00:00+00:00,43286.0,37547.30223524123,2.570334320542763,1
2020-04-20 06:00:00+00:00,41100.0,35710.57570367597,2.638985359785362,1
2020-04-20 07:00:00+00:00,43232.0,37922.96333818649,2.5918821819040367,1
2020-04-24 18:00:00+00:00,41703.0,44235.157856704194,-0.9873945752375268,0
2020-04-26 22:00:00+00:00,41033.0,41833.069248977954,-0.07233691008011751,0
2020-04-30 12:00:00+00:00,46909.0,46455.03005749733,0.5560897478786104,0
2020-05-01 05:00:00+00:00,34117.0,40060.82365369886,-2.597642130087507,1
2020-05-04 06:00:00+00:00,42738.0,37140.896992137146,2.9653780902883047,1
2020-05-11 04:00:00+00:00,36885.0,31868.50553640148,2.585953440023477,1
2020-05-11 15:00:00+00:00,44376.0,37896.056008762505,2.7472684074483187,1
2020-05-13 04:00:00+00:00,41723.0,41355.2201651624,0.3844230083373191,0
2020-05-20 05:00:00+00:00,40482.0,40919.43318148951,0.07598460882442828,0
2020-05-25 06:00:00+00:00,43394.0,35434.417964376844,2.8727066667075234,1
2020-05-25 12:00:00+00:00,47018.0,40098.86596112664,2.5929674187968486,1
2020-05-28 20:00:00+00:00,43230.0,45006.22228901777,-0.37481666653432105,0
